R,G,B,X,Y
0.639215686,0.780392157,0.835294118,0.041666667,0.7421875
0.639215686,0.780392157,0.835294118,0.041666667,0.75
0.643137255,0.784313725,0.831372549,0.041666667,0.7578125
0.639215686,0.788235294,0.831372549,0.041666667,0.765625
0.643137255,0.792156863,0.835294118,0.041666667,0.7734375
0.643137255,0.792156863,0.835294118,0.041666667,0.78125
0.650980392,0.796078431,0.831372549,0.041666667,0.7890625
0.650980392,0.796078431,0.831372549,0.041666667,0.796875
0.658823529,0.792156863,0.831372549,0.041666667,0.8046875
0.658823529,0.792156863,0.831372549,0.041666667,0.8125
0.666666667,0.8,0.835294118,0.041666667,0.8203125
0.666666667,0.8,0.835294118,0.041666667,0.828125
0.670588235,0.8,0.82745098,0.041666667,0.8359375
0.670588235,0.8,0.82745098,0.041666667,0.84375
0.674509804,0.803921569,0.831372549,0.041666667,0.8515625
0.674509804,0.803921569,0.831372549,0.041666667,0.859375
0.674509804,0.803921569,0.831372549,0.041666667,0.8671875
0.678431373,0.807843137,0.835294118,0.041666667,0.875
0.674509804,0.803921569,0.823529412,0.041666667,0.8828125
0.670588235,0.807843137,0.823529412,0.041666667,0.890625
0.678431373,0.807843137,0.82745098,0.041666667,0.8984375
0.678431373,0.807843137,0.82745098,0.041666667,0.90625
0.682352941,0.811764706,0.831372549,0.041666667,0.9140625
0.682352941,0.811764706,0.831372549,0.041666667,0.921875
0.690196078,0.811764706,0.831372549,0.041666667,0.9296875
0.690196078,0.811764706,0.831372549,0.041666667,0.9375
0.694117647,0.815686275,0.835294118,0.041666667,0.9453125
0.698039216,0.819607843,0.839215686,0.041666667,0.953125
0.701960784,0.815686275,0.839215686,0.041666667,0.9609375
0.705882353,0.819607843,0.843137255,0.041666667,0.96875
0.709803922,0.823529412,0.847058824,0.041666667,0.9765625
0.71372549,0.82745098,0.850980392,0.041666667,0.984375
0.71372549,0.82745098,0.850980392,0.041666667,0.9921875
0.71372549,0.82745098,0.850980392,0.041666667,1
0.57254902,0.721568627,0.811764706,0.052083333,0.0078125
0.576470588,0.725490196,0.815686275,0.052083333,0.015625
0.576470588,0.725490196,0.815686275,0.052083333,0.0234375
0.580392157,0.729411765,0.819607843,0.052083333,0.03125
0.584313725,0.733333333,0.823529412,0.052083333,0.0390625
0.584313725,0.733333333,0.823529412,0.052083333,0.046875
0.588235294,0.737254902,0.82745098,0.052083333,0.0546875
0.588235294,0.737254902,0.82745098,0.052083333,0.0625
0.584313725,0.733333333,0.823529412,0.052083333,0.0703125
0.584313725,0.733333333,0.823529412,0.052083333,0.078125
0.584313725,0.733333333,0.823529412,0.052083333,0.0859375
0.584313725,0.733333333,0.823529412,0.052083333,0.09375
0.584313725,0.733333333,0.823529412,0.052083333,0.1015625
0.584313725,0.733333333,0.823529412,0.052083333,0.109375
0.584313725,0.733333333,0.823529412,0.052083333,0.1171875
0.584313725,0.733333333,0.823529412,0.052083333,0.125
0.576470588,0.737254902,0.823529412,0.052083333,0.1328125
0.576470588,0.737254902,0.823529412,0.052083333,0.140625
0.576470588,0.737254902,0.823529412,0.052083333,0.1484375
0.580392157,0.741176471,0.82745098,0.052083333,0.15625
0.580392157,0.741176471,0.82745098,0.052083333,0.1640625
0.584313725,0.745098039,0.831372549,0.052083333,0.171875
0.584313725,0.745098039,0.831372549,0.052083333,0.1796875
0.584313725,0.745098039,0.831372549,0.052083333,0.1875
0.588235294,0.749019608,0.835294118,0.052083333,0.1953125
0.588235294,0.749019608,0.835294118,0.052083333,0.203125
0.588235294,0.749019608,0.835294118,0.052083333,0.2109375
0.588235294,0.749019608,0.835294118,0.052083333,0.21875
0.588235294,0.749019608,0.835294118,0.052083333,0.2265625
0.588235294,0.749019608,0.835294118,0.052083333,0.234375
0.588235294,0.749019608,0.835294118,0.052083333,0.2421875
0.588235294,0.749019608,0.835294118,0.052083333,0.25
0.580392157,0.745098039,0.831372549,0.052083333,0.2578125
0.580392157,0.745098039,0.831372549,0.052083333,0.265625
0.580392157,0.745098039,0.831372549,0.052083333,0.2734375
0.580392157,0.745098039,0.831372549,0.052083333,0.28125
0.584313725,0.749019608,0.835294118,0.052083333,0.2890625
0.584313725,0.749019608,0.835294118,0.052083333,0.296875
0.588235294,0.752941176,0.839215686,0.052083333,0.3046875
0.588235294,0.752941176,0.839215686,0.052083333,0.3125
0.592156863,0.756862745,0.843137255,0.052083333,0.3203125
0.592156863,0.756862745,0.843137255,0.052083333,0.328125
0.592156863,0.756862745,0.843137255,0.052083333,0.3359375
0.592156863,0.756862745,0.843137255,0.052083333,0.34375
0.592156863,0.756862745,0.843137255,0.052083333,0.3515625
0.592156863,0.756862745,0.843137255,0.052083333,0.359375
0.592156863,0.756862745,0.843137255,0.052083333,0.3671875
0.592156863,0.756862745,0.843137255,0.052083333,0.375
0.588235294,0.756862745,0.831372549,0.052083333,0.3828125
0.588235294,0.756862745,0.831372549,0.052083333,0.390625
0.588235294,0.756862745,0.831372549,0.052083333,0.3984375
0.588235294,0.756862745,0.831372549,0.052083333,0.40625
0.588235294,0.756862745,0.831372549,0.052083333,0.4140625
0.588235294,0.756862745,0.831372549,0.052083333,0.421875
0.588235294,0.756862745,0.831372549,0.052083333,0.4296875
0.588235294,0.756862745,0.831372549,0.052083333,0.4375
0.592156863,0.760784314,0.835294118,0.052083333,0.4453125
0.596078431,0.764705882,0.839215686,0.052083333,0.453125
0.596078431,0.764705882,0.839215686,0.052083333,0.4609375
0.596078431,0.764705882,0.839215686,0.052083333,0.46875
0.6,0.768627451,0.843137255,0.052083333,0.4765625
0.6,0.768627451,0.843137255,0.052083333,0.484375
0.6,0.768627451,0.843137255,0.052083333,0.4921875
0.6,0.768627451,0.843137255,0.052083333,0.5
0.588235294,0.764705882,0.839215686,0.052083333,0.5078125
0.592156863,0.768627451,0.843137255,0.052083333,0.515625
0.592156863,0.768627451,0.843137255,0.052083333,0.5234375
0.592156863,0.768627451,0.843137255,0.052083333,0.53125
0.603921569,0.77254902,0.839215686,0.052083333,0.5390625
0.603921569,0.77254902,0.839215686,0.052083333,0.546875
0.603921569,0.77254902,0.839215686,0.052083333,0.5546875
0.603921569,0.77254902,0.839215686,0.052083333,0.5625
0.611764706,0.776470588,0.839215686,0.052083333,0.5703125
0.611764706,0.776470588,0.839215686,0.052083333,0.578125
0.619607843,0.77254902,0.839215686,0.052083333,0.5859375
0.619607843,0.77254902,0.839215686,0.052083333,0.59375
0.623529412,0.776470588,0.835294118,0.052083333,0.6015625
0.623529412,0.776470588,0.835294118,0.052083333,0.609375
0.62745098,0.780392157,0.839215686,0.052083333,0.6171875
0.62745098,0.780392157,0.847058824,0.052083333,0.625
0.619607843,0.780392157,0.850980392,0.052083333,0.6328125
0.619607843,0.780392157,0.850980392,0.052083333,0.640625
0.62745098,0.776470588,0.850980392,0.052083333,0.6484375
0.62745098,0.780392157,0.847058824,0.052083333,0.65625
0.62745098,0.780392157,0.847058824,0.052083333,0.6640625
0.62745098,0.780392157,0.847058824,0.052083333,0.671875
0.631372549,0.776470588,0.847058824,0.052083333,0.6796875
0.631372549,0.776470588,0.839215686,0.052083333,0.6875
0.635294118,0.780392157,0.843137255,0.052083333,0.6953125
0.635294118,0.780392157,0.843137255,0.052083333,0.703125
0.639215686,0.780392157,0.843137255,0.052083333,0.7109375
0.639215686,0.780392157,0.835294118,0.052083333,0.71875
0.643137255,0.784313725,0.839215686,0.052083333,0.7265625
0.643137255,0.784313725,0.839215686,0.052083333,0.734375
0.654901961,0.784313725,0.843137255,0.052083333,0.7421875
0.647058824,0.788235294,0.843137255,0.052083333,0.75
0.650980392,0.792156863,0.839215686,0.052083333,0.7578125
0.650980392,0.796078431,0.831372549,0.052083333,0.765625
0.650980392,0.796078431,0.831372549,0.052083333,0.7734375
0.650980392,0.796078431,0.831372549,0.052083333,0.78125
0.654901961,0.8,0.835294118,0.052083333,0.7890625
0.654901961,0.8,0.835294118,0.052083333,0.796875
0.666666667,0.8,0.835294118,0.052083333,0.8046875
0.666666667,0.8,0.835294118,0.052083333,0.8125
0.670588235,0.8,0.835294118,0.052083333,0.8203125
0.674509804,0.803921569,0.839215686,0.052083333,0.828125
0.674509804,0.803921569,0.831372549,0.052083333,0.8359375
0.674509804,0.803921569,0.831372549,0.052083333,0.84375
0.68627451,0.803921569,0.835294118,0.052083333,0.8515625
0.68627451,0.803921569,0.835294118,0.052083333,0.859375
0.68627451,0.807843137,0.82745098,0.052083333,0.8671875
0.678431373,0.807843137,0.82745098,0.052083333,0.875
0.682352941,0.811764706,0.831372549,0.052083333,0.8828125
0.682352941,0.811764706,0.831372549,0.052083333,0.890625
0.682352941,0.811764706,0.831372549,0.052083333,0.8984375
0.682352941,0.811764706,0.831372549,0.052083333,0.90625
0.694117647,0.815686275,0.835294118,0.052083333,0.9140625
0.694117647,0.815686275,0.835294118,0.052083333,0.921875
0.698039216,0.819607843,0.839215686,0.052083333,0.9296875
0.698039216,0.819607843,0.839215686,0.052083333,0.9375
0.705882353,0.819607843,0.843137255,0.052083333,0.9453125
0.705882353,0.819607843,0.843137255,0.052083333,0.953125
0.709803922,0.815686275,0.843137255,0.052083333,0.9609375
0.71372549,0.819607843,0.847058824,0.052083333,0.96875
0.717647059,0.823529412,0.850980392,0.052083333,0.9765625
0.721568627,0.82745098,0.854901961,0.052083333,0.984375
0.721568627,0.82745098,0.854901961,0.052083333,0.9921875
0.725490196,0.831372549,0.858823529,0.052083333,1
0.576470588,0.725490196,0.815686275,0.0625,0.0078125
0.580392157,0.729411765,0.819607843,0.0625,0.015625
0.580392157,0.729411765,0.819607843,0.0625,0.0234375
0.580392157,0.729411765,0.819607843,0.0625,0.03125
0.584313725,0.733333333,0.823529412,0.0625,0.0390625
0.584313725,0.733333333,0.823529412,0.0625,0.046875
0.588235294,0.737254902,0.82745098,0.0625,0.0546875
0.588235294,0.737254902,0.82745098,0.0625,0.0625
0.588235294,0.737254902,0.82745098,0.0625,0.0703125
0.588235294,0.737254902,0.82745098,0.0625,0.078125
0.588235294,0.737254902,0.82745098,0.0625,0.0859375
0.588235294,0.737254902,0.82745098,0.0625,0.09375
0.588235294,0.737254902,0.82745098,0.0625,0.1015625
0.588235294,0.737254902,0.82745098,0.0625,0.109375
0.588235294,0.737254902,0.82745098,0.0625,0.1171875
0.588235294,0.737254902,0.82745098,0.0625,0.125
0.580392157,0.741176471,0.82745098,0.0625,0.1328125
0.580392157,0.741176471,0.82745098,0.0625,0.140625
0.580392157,0.741176471,0.82745098,0.0625,0.1484375
0.580392157,0.741176471,0.82745098,0.0625,0.15625
0.584313725,0.745098039,0.831372549,0.0625,0.1640625
0.584313725,0.745098039,0.831372549,0.0625,0.171875
0.584313725,0.745098039,0.831372549,0.0625,0.1796875
0.588235294,0.749019608,0.835294118,0.0625,0.1875
0.592156863,0.752941176,0.839215686,0.0625,0.1953125
0.592156863,0.752941176,0.839215686,0.0625,0.203125
0.592156863,0.752941176,0.839215686,0.0625,0.2109375
0.592156863,0.752941176,0.839215686,0.0625,0.21875
0.592156863,0.752941176,0.839215686,0.0625,0.2265625
0.592156863,0.752941176,0.839215686,0.0625,0.234375
0.592156863,0.752941176,0.839215686,0.0625,0.2421875
0.592156863,0.752941176,0.839215686,0.0625,0.25
0.584313725,0.749019608,0.835294118,0.0625,0.2578125
0.584313725,0.749019608,0.835294118,0.0625,0.265625
0.584313725,0.749019608,0.835294118,0.0625,0.2734375
0.588235294,0.752941176,0.839215686,0.0625,0.28125
0.588235294,0.752941176,0.839215686,0.0625,0.2890625
0.588235294,0.752941176,0.839215686,0.0625,0.296875
0.592156863,0.756862745,0.843137255,0.0625,0.3046875
0.592156863,0.756862745,0.843137255,0.0625,0.3125
0.596078431,0.760784314,0.847058824,0.0625,0.3203125
0.596078431,0.760784314,0.847058824,0.0625,0.328125
0.596078431,0.760784314,0.847058824,0.0625,0.3359375
0.596078431,0.760784314,0.847058824,0.0625,0.34375
0.596078431,0.760784314,0.847058824,0.0625,0.3515625
0.596078431,0.760784314,0.847058824,0.0625,0.359375
0.596078431,0.760784314,0.847058824,0.0625,0.3671875
0.596078431,0.764705882,0.839215686,0.0625,0.375
0.592156863,0.760784314,0.835294118,0.0625,0.3828125
0.592156863,0.760784314,0.835294118,0.0625,0.390625
0.592156863,0.760784314,0.835294118,0.0625,0.3984375
0.592156863,0.760784314,0.835294118,0.0625,0.40625
0.592156863,0.760784314,0.835294118,0.0625,0.4140625
0.592156863,0.760784314,0.835294118,0.0625,0.421875
0.592156863,0.760784314,0.835294118,0.0625,0.4296875
0.592156863,0.760784314,0.835294118,0.0625,0.4375
0.596078431,0.764705882,0.839215686,0.0625,0.4453125
0.596078431,0.764705882,0.839215686,0.0625,0.453125
0.6,0.768627451,0.843137255,0.0625,0.4609375
0.6,0.768627451,0.843137255,0.0625,0.46875
0.6,0.768627451,0.843137255,0.0625,0.4765625
0.603921569,0.77254902,0.847058824,0.0625,0.484375
0.603921569,0.77254902,0.847058824,0.0625,0.4921875
0.603921569,0.77254902,0.847058824,0.0625,0.5
0.592156863,0.768627451,0.843137255,0.0625,0.5078125
0.592156863,0.768627451,0.843137255,0.0625,0.515625
0.596078431,0.77254902,0.847058824,0.0625,0.5234375
0.596078431,0.77254902,0.847058824,0.0625,0.53125
0.603921569,0.77254902,0.839215686,0.0625,0.5390625
0.607843137,0.776470588,0.843137255,0.0625,0.546875
0.607843137,0.776470588,0.843137255,0.0625,0.5546875
0.607843137,0.776470588,0.843137255,0.0625,0.5625
0.615686275,0.780392157,0.843137255,0.0625,0.5703125
0.615686275,0.780392157,0.843137255,0.0625,0.578125
0.623529412,0.776470588,0.843137255,0.0625,0.5859375
0.62745098,0.780392157,0.847058824,0.0625,0.59375
0.62745098,0.780392157,0.839215686,0.0625,0.6015625
0.62745098,0.780392157,0.839215686,0.0625,0.609375
0.631372549,0.784313725,0.843137255,0.0625,0.6171875
0.631372549,0.784313725,0.843137255,0.0625,0.625
0.631372549,0.784313725,0.850980392,0.0625,0.6328125
0.623529412,0.788235294,0.850980392,0.0625,0.640625
0.631372549,0.784313725,0.850980392,0.0625,0.6484375
0.631372549,0.784313725,0.850980392,0.0625,0.65625
0.631372549,0.784313725,0.850980392,0.0625,0.6640625
0.631372549,0.784313725,0.843137255,0.0625,0.671875
0.635294118,0.780392157,0.843137255,0.0625,0.6796875
0.635294118,0.780392157,0.843137255,0.0625,0.6875
0.639215686,0.784313725,0.847058824,0.0625,0.6953125
0.639215686,0.788235294,0.839215686,0.0625,0.703125
0.643137255,0.784313725,0.839215686,0.0625,0.7109375
0.647058824,0.788235294,0.843137255,0.0625,0.71875
0.647058824,0.788235294,0.843137255,0.0625,0.7265625
0.647058824,0.788235294,0.843137255,0.0625,0.734375
0.658823529,0.788235294,0.847058824,0.0625,0.7421875
0.658823529,0.792156863,0.839215686,0.0625,0.75
0.654901961,0.8,0.835294118,0.0625,0.7578125
0.654901961,0.8,0.835294118,0.0625,0.765625
0.654901961,0.8,0.835294118,0.0625,0.7734375
0.658823529,0.803921569,0.839215686,0.0625,0.78125
0.658823529,0.803921569,0.839215686,0.0625,0.7890625
0.658823529,0.803921569,0.839215686,0.0625,0.796875
0.670588235,0.803921569,0.839215686,0.0625,0.8046875
0.670588235,0.803921569,0.839215686,0.0625,0.8125
0.674509804,0.803921569,0.839215686,0.0625,0.8203125
0.674509804,0.803921569,0.831372549,0.0625,0.828125
0.678431373,0.807843137,0.835294118,0.0625,0.8359375
0.678431373,0.807843137,0.835294118,0.0625,0.84375
0.68627451,0.803921569,0.835294118,0.0625,0.8515625
0.690196078,0.807843137,0.839215686,0.0625,0.859375
0.690196078,0.811764706,0.831372549,0.0625,0.8671875
0.690196078,0.811764706,0.831372549,0.0625,0.875
0.68627451,0.815686275,0.835294118,0.0625,0.8828125
0.68627451,0.815686275,0.835294118,0.0625,0.890625
0.68627451,0.815686275,0.835294118,0.0625,0.8984375
0.698039216,0.819607843,0.839215686,0.0625,0.90625
0.698039216,0.819607843,0.839215686,0.0625,0.9140625
0.698039216,0.819607843,0.839215686,0.0625,0.921875
0.701960784,0.823529412,0.843137255,0.0625,0.9296875
0.705882353,0.819607843,0.843137255,0.0625,0.9375
0.709803922,0.823529412,0.847058824,0.0625,0.9453125
0.709803922,0.823529412,0.847058824,0.0625,0.953125
0.717647059,0.823529412,0.850980392,0.0625,0.9609375
0.717647059,0.823529412,0.850980392,0.0625,0.96875
0.721568627,0.82745098,0.854901961,0.0625,0.9765625
0.725490196,0.831372549,0.858823529,0.0625,0.984375
0.729411765,0.835294118,0.862745098,0.0625,0.9921875
0.729411765,0.835294118,0.862745098,0.0625,1
0.584313725,0.733333333,0.815686275,0.072916667,0.0078125
0.584313725,0.733333333,0.815686275,0.072916667,0.015625
0.584313725,0.733333333,0.815686275,0.072916667,0.0234375
0.584313725,0.733333333,0.815686275,0.072916667,0.03125
0.584313725,0.733333333,0.815686275,0.072916667,0.0390625
0.588235294,0.737254902,0.819607843,0.072916667,0.046875
0.592156863,0.741176471,0.823529412,0.072916667,0.0546875
0.592156863,0.741176471,0.823529412,0.072916667,0.0625
0.592156863,0.741176471,0.823529412,0.072916667,0.0703125
0.592156863,0.741176471,0.823529412,0.072916667,0.078125
0.592156863,0.741176471,0.823529412,0.072916667,0.0859375
0.592156863,0.741176471,0.823529412,0.072916667,0.09375
0.592156863,0.741176471,0.823529412,0.072916667,0.1015625
0.592156863,0.741176471,0.823529412,0.072916667,0.109375
0.592156863,0.741176471,0.823529412,0.072916667,0.1171875
0.592156863,0.741176471,0.823529412,0.072916667,0.125
0.584313725,0.745098039,0.823529412,0.072916667,0.1328125
0.588235294,0.749019608,0.82745098,0.072916667,0.140625
0.588235294,0.749019608,0.82745098,0.072916667,0.1484375
0.588235294,0.749019608,0.82745098,0.072916667,0.15625
0.592156863,0.752941176,0.831372549,0.072916667,0.1640625
0.592156863,0.752941176,0.831372549,0.072916667,0.171875
0.592156863,0.752941176,0.831372549,0.072916667,0.1796875
0.592156863,0.752941176,0.831372549,0.072916667,0.1875
0.596078431,0.756862745,0.835294118,0.072916667,0.1953125
0.596078431,0.756862745,0.835294118,0.072916667,0.203125
0.596078431,0.756862745,0.835294118,0.072916667,0.2109375
0.596078431,0.756862745,0.835294118,0.072916667,0.21875
0.596078431,0.756862745,0.835294118,0.072916667,0.2265625
0.596078431,0.756862745,0.835294118,0.072916667,0.234375
0.596078431,0.756862745,0.835294118,0.072916667,0.2421875
0.596078431,0.756862745,0.835294118,0.072916667,0.25
0.588235294,0.756862745,0.831372549,0.072916667,0.2578125
0.588235294,0.756862745,0.831372549,0.072916667,0.265625
0.588235294,0.756862745,0.831372549,0.072916667,0.2734375
0.588235294,0.756862745,0.831372549,0.072916667,0.28125
0.592156863,0.760784314,0.835294118,0.072916667,0.2890625
0.592156863,0.760784314,0.835294118,0.072916667,0.296875
0.596078431,0.764705882,0.839215686,0.072916667,0.3046875
0.596078431,0.764705882,0.839215686,0.072916667,0.3125
0.6,0.768627451,0.843137255,0.072916667,0.3203125
0.6,0.768627451,0.843137255,0.072916667,0.328125
0.6,0.768627451,0.843137255,0.072916667,0.3359375
0.6,0.768627451,0.843137255,0.072916667,0.34375
0.6,0.768627451,0.843137255,0.072916667,0.3515625
0.6,0.768627451,0.843137255,0.072916667,0.359375
0.6,0.768627451,0.843137255,0.072916667,0.3671875
0.6,0.768627451,0.843137255,0.072916667,0.375
0.596078431,0.764705882,0.839215686,0.072916667,0.3828125
0.596078431,0.764705882,0.831372549,0.072916667,0.390625
0.596078431,0.764705882,0.831372549,0.072916667,0.3984375
0.596078431,0.764705882,0.831372549,0.072916667,0.40625
0.596078431,0.764705882,0.831372549,0.072916667,0.4140625
0.596078431,0.764705882,0.831372549,0.072916667,0.421875
